노선 아이디,노선명,기점노드 아이디,종점노드 아이디,기점정류장,종점정류장,지자체코드,지자체명
252000001,200,252000889,252000843,안목,안목커피거리,252,강릉시
252000004,207,252000611,252000612,허균.허난설헌기념공원,허균.허난설헌기념공원,252,강릉시
252000005,300,252000173,252000915,공단,향호리,252,강릉시
252000007,302,252000173,252000915,공단,향호리,252,강릉시
252000009,315,252001135,252000290,가톨릭관동대학교,가톨릭관동대학교,252,강릉시
252000010,201,252000889,252000843,안목,안목커피거리,252,강릉시
252000011,101,252000669,252000888,안목.강릉항,안목.강릉항,252,강릉시
252000012,102,252000669,252000888,안목.강릉항,안목.강릉항,252,강릉시
252000014,104,252000889,252000843,안목,안목커피거리,252,강릉시
252000015,104-1,252000889,252000843,안목,안목커피거리,252,강릉시
252000016,104-2,252000889,252000843,안목,안목커피거리,252,강릉시
252000018,109,252000316,252000315,강릉시외.고속터미널,강릉시외.고속터미널,252,강릉시
252000019,110,252001075,252001074,강릉역건너편,강릉역,252,강릉시
252000020,111,252000173,252000971,공단,공단,252,강릉시
252000021,111-1,252000173,252000971,공단,공단,252,강릉시
252000022,112,252000173,252000971,공단,공단,252,강릉시
252000023,113,252000173,252000971,공단,공단,252,강릉시
252000025,115,252000173,252000971,공단,공단,252,강릉시
252000026,116,252000173,252000971,공단,공단,252,강릉시
252000027,117,252000173,252000971,공단,공단,252,강릉시
252000028,118,252000173,252000971,공단,공단,252,강릉시
252000029,203,252000889,252000843,안목,안목커피거리,252,강릉시
252000030,204,252000390,252000390,내곡동주민센터,내곡동주민센터,252,강릉시
252000031,205,252000173,252000971,공단,공단,252,강릉시
252000032,211,252000889,252000843,안목,안목커피거리,252,강릉시
252000034,222,252000889,252000843,안목,안목커피거리,252,강릉시
252000035,223,252000889,252000290,안목,가톨릭관동대학교,252,강릉시
252000036,224,252000889,252000843,안목,안목커피거리,252,강릉시
252000037,227,252000119,252000119,남항진해변,남항진해변,252,강릉시
252000039,228,252000119,252000119,남항진해변,남항진해변,252,강릉시
252000048,328,252000979,252000407,주문진시외버스터미널,주문진시외버스터미널,252,강릉시
252000049,501,252000669,252000888,안목.강릉항,안목.강릉항,252,강릉시
252000050,502,252000669,252000888,안목.강릉항,안목.강릉항,252,강릉시
252000051,503,252000669,252000888,안목.강릉항,안목.강릉항,252,강릉시
252000052,504,252000669,252000888,안목.강릉항,안목.강릉항,252,강릉시
252000053,505,252000669,252000888,안목.강릉항,안목.강릉항,252,강릉시
252000054,507,252000173,252000971,공단,공단,252,강릉시
252000055,508,252000669,252000888,안목.강릉항,안목.강릉항,252,강릉시
252000056,509,252000889,252000843,안목,안목커피거리,252,강릉시
252000057,510,252000889,252000843,안목,안목커피거리,252,강릉시
252000058,512,252000173,252000971,공단,공단,252,강릉시
252000059,322,252000979,252000407,주문진시외버스터미널,주문진시외버스터미널,252,강릉시
252000064,512-1,252000173,252000971,공단,공단,252,강릉시
252000065,512-2,252000173,252000971,공단,공단,252,강릉시
252000066,503-1,252000669,252000641,안목.강릉항,신영극장,252,강릉시
252000067,211-1,252000889,252000843,안목,안목커피거리,252,강릉시
252000070,112-1,252000510,252000510,강동무료주차장,강동무료주차장,252,강릉시
252000071,통학3,252000245,252000498,우미린아파트,강릉고정문,252,강릉시
252000072,224-1,252000889,252000843,안목,안목커피거리,252,강릉시
252000073,220,252000889,252000843,안목,안목커피거리,252,강릉시
252000074,225,252000889,252000104,안목,강일운수,252,강릉시
252000075,225-1,252000103,252000843,강일운수,안목커피거리,252,강릉시
252000081,301,252001040,252000368,향호리,강릉고입구,252,강릉시
252000082,302,252000889,252000915,안목,향호리,252,강릉시
252000094,통학2,252000173,252000354,공단,문성고등학교,252,강릉시
252000095,112,252000173,252000971,공단,공단,252,강릉시
252000096,112,252000173,252000971,공단,공단,252,강릉시
252000097,112,252000173,252000971,공단,공단,252,강릉시
252000098,112,252000173,252000971,공단,공단,252,강릉시
252000099,505,252000669,252000888,안목.강릉항,안목.강릉항,252,강릉시
252000100,505,252000669,252000888,안목.강릉항,안목.강릉항,252,강릉시
252000101,223-1,252001135,252000843,가톨릭관동대학교,안목커피거리,252,강릉시
252000107,202-2,252001049,252000418,경포해변,경포해변,252,강릉시
252000108,314,252000173,252000915,공단,향호리,252,강릉시
252000110,314-1,252001040,252000843,향호리,안목커피거리,252,강릉시
252000111,314-2,252001040,252000971,향호리,공단,252,강릉시
252000113,333-1,252001145,252001144,안목,안목,252,강릉시
252000114,300-2,252001040,252000971,향호리,공단,252,강릉시
252000115,300-1,252001040,252001198,향호리,안목커피거리,252,강릉시
252000116,302-1,252001040,252000843,향호리,안목커피거리,252,강릉시
252000117,302-2,252001040,252000971,향호리,공단,252,강릉시
252000118,323,252000407,252000979,주문진시외버스터미널,주문진시외버스터미널,252,강릉시
252000120,961,252000004,252000003,옥계현내시장,옥계현내시장,252,강릉시
252000121,961-1,252000004,253000053,옥계현내시장,노봉,252,강릉시
252000122,962,252000004,252000003,옥계현내시장,옥계현내시장,252,강릉시
252000123,962-1,252000004,252000004,옥계현내시장,옥계현내시장,252,강릉시
252000124,963,252000003,252000004,옥계현내시장,옥계현내시장,252,강릉시
252000125,964,252000003,252000004,옥계현내시장,옥계현내시장,252,강릉시
252000127,230,252000189,252000189,강문,강문,252,강릉시
252000128,230-1,252000189,252000189,강문,강문,252,강릉시
252000131,206,252000673,252000498,강릉고등학교,강릉고정문,252,강릉시
252000132,103,252000173,252000971,공단,공단,252,강릉시
252000133,233(정),252001075,252001075,강릉역건너편,강릉역건너편,252,강릉시
252000134,234(역),252001074,252001074,강릉역,강릉역,252,강릉시
252000136,932,252000949,252000949,모래내행복센터,모래내행복센터,252,강릉시
252000145,233(정)문성고경유,252001075,252001075,강릉역건너편,강릉역건너편,252,강릉시
252000146,300,252001197,252000915,안목커피거리,향호리,252,강릉시
252000147,314,252000889,252000915,안목,향호리,252,강릉시
252000148,325,252000915,252001040,향호리,향호리,252,강릉시
252000149,326,252000915,252001040,향호리,향호리,252,강릉시
252000153,921,252001110,252000941,연곡면사무소,연곡면사무소,252,강릉시
252000154,921-1,252001110,252000941,연곡면사무소,연곡면사무소,252,강릉시
252000155,921-1,252001110,252000941,연곡면사무소,연곡면사무소,252,강릉시
252000156,922,252001110,252000941,연곡면사무소,연곡면사무소,252,강릉시
252000157,923,252001110,252000941,연곡면사무소,연곡면사무소,252,강릉시
252000158,202,252001049,252000418,경포해변,경포해변,252,강릉시
252000159,202-1,252001049,252000418,경포해변,경포해변,252,강릉시
252000160,931,252000418,252000335,경포해변,사기막,252,강릉시
252000161,931,252000953,252000335,북부노인대학,사기막,252,강릉시
252000162,931-1,252000336,252001049,사기막마을회관,경포해변,252,강릉시
252000163,931-1,252000336,252000509,사기막마을회관,숲사랑홍보관,252,강릉시
253000001,12월 04일,253000078,253000077,발한삼거리,우리은행앞,253,동해시
253000002,12월 04일,253000078,253000077,발한삼거리,우리은행앞,253,동해시
253000003,12월 04일,253000078,253000173,발한삼거리,무릉계곡,253,동해시
253000004,12월 04일,253000045,253000077,만우가든,우리은행앞,253,동해시
253000005,12월 04일,253000078,253000173,발한삼거리,무릉계곡,253,동해시
253000006,01월 13일,253000087,253000077,묵호등대,우리은행앞,253,동해시
253000007,01월 13일,253000087,253000077,묵호등대,우리은행앞,253,동해시
253000008,01월 13일,253000078,253000169,발한삼거리,쌍용후문,253,동해시
253000009,01월 13일,253000078,253000169,발한삼거리,쌍용후문,253,동해시
253000010,01월 13일,253000176,253000077,쌍용후문종점,우리은행앞,253,동해시
253000011,01월 13일,253000031,253000032,동해상사동해영업소,강원여객동해영업소,253,동해시
253000012,01월 13일,253000031,253000032,동해상사동해영업소,강원여객동해영업소,253,동해시
253000013,01월 13일,253000078,253000077,발한삼거리,우리은행앞,253,동해시
253000014,01월 13일,253000078,253000077,발한삼거리,우리은행앞,253,동해시
253000015,01월 13일,253000078,253000084,발한삼거리,갈매기횟집,253,동해시
253000016,01월 13일,253000078,253000077,발한삼거리,우리은행앞,253,동해시
253000017,01월 13일,253000078,253000077,발한삼거리,우리은행앞,253,동해시
253000018,01월 13일,253000078,253000077,발한삼거리,우리은행앞,253,동해시
253000019,01월 13일,253000352,253000077,무릉계곡,우리은행앞,253,동해시
253000020,01월 13일,253000170,253000077,석연사,우리은행앞,253,동해시
253000021,01월 13일,253000031,253000077,동해상사동해영업소,우리은행앞,253,동해시
253000022,01월 13일,253000031,253000077,동해상사동해영업소,우리은행앞,253,동해시
253000023,01월 13일,253000031,253000077,동해상사동해영업소,우리은행앞,253,동해시
253000024,01월 13일,253000031,253000077,동해상사동해영업소,우리은행앞,253,동해시
253000025,01월 13일,253000031,253000077,동해상사동해영업소,우리은행앞,253,동해시
253000026,01월 13일,253000031,253000077,동해상사동해영업소,우리은행앞,253,동해시
253000027,03월 13일,253000176,253000077,쌍용후문종점,우리은행앞,253,동해시
253000028,03월 13일,253000078,253000169,발한삼거리,쌍용후문,253,동해시
253000029,03월 13일,253000078,253000084,발한삼거리,갈매기횟집,253,동해시
253000030,03월 13일,253000078,253000077,발한삼거리,우리은행앞,253,동해시
253000031,04월 13일,253000078,253000077,발한삼거리,우리은행앞,253,동해시
253000032,04월 13일,253000078,253000169,발한삼거리,쌍용후문,253,동해시
253000033,01월 14일,253000087,253000077,묵호등대,우리은행앞,253,동해시
253000034,01월 14일,253000078,253000077,발한삼거리,우리은행앞,253,동해시
253000036,01월 14일,253000031,253000077,동해상사동해영업소,우리은행앞,253,동해시
253000037,01월 14일,253000031,253000077,동해상사동해영업소,우리은행앞,253,동해시
253000038,01월 14일,253000031,253000077,동해상사동해영업소,우리은행앞,253,동해시
253000039,01월 14일,253000031,253000077,동해상사동해영업소,우리은행앞,253,동해시
253000040,01월 15일,253000087,253000077,묵호등대,우리은행앞,253,동해시
253000041,01월 15일,253000078,253000077,발한삼거리,우리은행앞,253,동해시
253000042,01월 15일,253000078,253000347,발한삼거리,신흥,253,동해시
253000043,03월 15일,253000078,253000077,발한삼거리,우리은행앞,253,동해시
253000044,03월 15일,253000157,253000077,소비천,우리은행앞,253,동해시
253000045,03월 15일,253000078,253000077,발한삼거리,우리은행앞,253,동해시
253000046,03월 15일,253000078,253000077,발한삼거리,우리은행앞,253,동해시
253000047,03월 15일,253000078,253000077,발한삼거리,우리은행앞,253,동해시
253000048,03월 15일,253000078,253000077,발한삼거리,우리은행앞,253,동해시
253000049,03월 15일,253000045,253000052,만우가든,망상역앞,253,동해시
253000050,01월 21일,253000031,256000208,동해상사동해영업소,삼척종합버스터미널,253,동해시
253000051,01월 21일,253000078,253000032,발한삼거리,강원여객동해영업소,253,동해시
253000052,01월 21일,253000078,253000032,발한삼거리,강원여객동해영업소,253,동해시
253000053,01월 21일,256000208,253000032,삼척종합버스터미널,강원여객동해영업소,253,동해시
253000055,01월 21일,253000078,253000084,발한삼거리,갈매기횟집,253,동해시
253000056,01월 21일,253000031,253000032,동해상사동해영업소,강원여객동해영업소,253,동해시
253000057,01월 21일,256000208,253000055,삼척종합버스터미널,초구입구,253,동해시
253000058,01월 21일,256000208,253000055,삼척종합버스터미널,초구입구,253,동해시
253000059,01월 21일,253000031,256000208,동해상사동해영업소,삼척종합버스터미널,253,동해시
253000060,02월 21일,253000031,253000032,동해상사동해영업소,강원여객동해영업소,253,동해시
253000061,02월 21일,253000031,253000032,동해상사동해영업소,강원여객동해영업소,253,동해시
253000062,02월 21일,253000031,253000032,동해상사동해영업소,강원여객동해영업소,253,동해시
253000063,02월 21일,253000031,253000032,동해상사동해영업소,강원여객동해영업소,253,동해시
253000064,02월 21일,253000078,253000077,발한삼거리,우리은행앞,253,동해시
253000065,02월 21일,253000078,253000032,발한삼거리,강원여객동해영업소,253,동해시
253000066,02월 21일,253000078,253000032,발한삼거리,강원여객동해영업소,253,동해시
253000067,02월 21일,253000078,253000032,발한삼거리,강원여객동해영업소,253,동해시
253000068,04월 21일,253000031,256000208,동해상사동해영업소,삼척종합버스터미널,253,동해시
253000069,04월 21일,253000031,253000032,동해상사동해영업소,강원여객동해영업소,253,동해시
253000070,04월 21일,253000031,253000032,동해상사동해영업소,강원여객동해영업소,253,동해시
253000071,04월 21일,253000031,256000208,동해상사동해영업소,삼척종합버스터미널,253,동해시
253000072,04월 21일,253000031,256000208,동해상사동해영업소,삼척종합버스터미널,253,동해시
253000073,04월 21일,256000208,253000032,삼척종합버스터미널,강원여객동해영업소,253,동해시
253000075,04월 21일,256000208,253000032,삼척종합버스터미널,강원여객동해영업소,253,동해시
253000076,04월 21일,256000208,253000032,삼척종합버스터미널,강원여객동해영업소,253,동해시
253000077,04월 21일,253000031,253000032,동해상사동해영업소,강원여객동해영업소,253,동해시
253000078,04월 21일,253000031,253000032,동해상사동해영업소,강원여객동해영업소,253,동해시
253000079,01월 31일,253000087,253000077,묵호등대,우리은행앞,253,동해시
253000080,01월 31일,253000078,253000077,발한삼거리,우리은행앞,253,동해시
253000081,01월 31일,253000078,253000131,발한삼거리,대동아파트,253,동해시
253000082,01월 31일,253000045,253000146,만우가든,대동.부영아파트단지,253,동해시
253000083,01월 31일,253000131,253000077,대동아파트,우리은행앞,253,동해시
253000084,01월 31일,253000132,253000077,대동아파트,우리은행앞,253,동해시
253000085,03월 31일,253000176,253000077,쌍용후문종점,우리은행앞,253,동해시
253000086,03월 31일,253000131,252000005,대동아파트,옥계면사무소,253,동해시
253000087,03월 31일,253000077,252000005,우리은행앞,옥계면사무소,253,동해시
253000088,Jan-32,253000031,253000077,동해상사동해영업소,우리은행앞,253,동해시
253000089,Jan-32,253000031,253000077,동해상사동해영업소,우리은행앞,253,동해시
253000090,Jan-32,253000031,253000124,동해상사동해영업소,해태음료,253,동해시
253000091,Jan-32,253000031,253000032,동해상사동해영업소,강원여객동해영업소,253,동해시
253000092,Jan-32,253000031,253000032,동해상사동해영업소,강원여객동해영업소,253,동해시
253000093,Jan-32,253000031,253000032,동해상사동해영업소,강원여객동해영업소,253,동해시
253000094,Jan-32,253000031,253000032,동해상사동해영업소,강원여객동해영업소,253,동해시
253000095,Jan-32,253000031,253000032,동해상사동해영업소,강원여객동해영업소,253,동해시
253000096,Jan-32,253000078,253000055,발한삼거리,초구입구,253,동해시
253000097,Jan-32,253000078,253000055,발한삼거리,초구입구,253,동해시
253000098,Jan-32,253000031,253000379,동해상사동해영업소,동해상사동해영업소,253,동해시
253000099,Jan-32,253000078,253000031,발한삼거리,동해상사동해영업소,253,동해시
253000100,Jan-32,253000078,253000031,발한삼거리,동해상사동해영업소,253,동해시
253000101,Jan-32,253000078,253000031,발한삼거리,동해상사동해영업소,253,동해시
253000102,Jan-32,253000078,253000032,발한삼거리,강원여객동해영업소,253,동해시
253000103,Jan-32,253000078,253000032,발한삼거리,강원여객동해영업소,253,동해시
253000104,Jan-32,253000078,253000077,발한삼거리,우리은행앞,253,동해시
253000105,Jan-32,253000078,253000077,발한삼거리,우리은행앞,253,동해시
253000106,Jan-32,253000078,253000077,발한삼거리,우리은행앞,253,동해시
253000107,Jan-32,253000031,253000077,동해상사동해영업소,우리은행앞,253,동해시
253000108,Mar-32,253000078,253000031,발한삼거리,동해상사동해영업소,253,동해시
253000109,Mar-32,253000078,253000031,발한삼거리,동해상사동해영업소,253,동해시
253000110,Mar-32,253000078,253000031,발한삼거리,동해상사동해영업소,253,동해시
253000111,Mar-32,253000078,253000031,발한삼거리,동해상사동해영업소,253,동해시
253000112,41,253000131,253000077,대동아파트,우리은행앞,253,동해시
253000113,42,253000087,253000077,묵호등대,우리은행앞,253,동해시
253000114,42,253000078,253000077,발한삼거리,우리은행앞,253,동해시
253000115,42,253000078,253000077,발한삼거리,우리은행앞,253,동해시
253000116,42,253000078,253000031,발한삼거리,동해상사동해영업소,253,동해시
253000117,42,253000078,253000031,발한삼거리,동해상사동해영업소,253,동해시
253000118,Jan-43,253000352,253000077,무릉계곡,우리은행앞,253,동해시
253000119,Jan-43,253000176,253000077,쌍용후문종점,우리은행앞,253,동해시
253000120,Jan-43,253000077,252000004,우리은행앞,옥계현내시장,253,동해시
253000121,Jan-43,253000077,252000004,우리은행앞,옥계현내시장,253,동해시
253000122,Jan-43,252000003,252000003,옥계현내시장,옥계현내시장,253,동해시
253000123,Jan-43,253000077,253000052,우리은행앞,망상역앞,253,동해시
253000124,Jan-51,253000131,253000044,대동아파트,만우,253,동해시
253000125,Jan-51,253000352,253000044,무릉계곡,만우,253,동해시
253000126,Jan-51,253000352,253000044,무릉계곡,만우,253,동해시
253000127,Jan-51,253000153,253000044,신흥,만우,253,동해시
253000128,Jan-52,253000078,253000077,발한삼거리,우리은행앞,253,동해시
253000129,Jan-52,253000078,253000031,발한삼거리,동해상사동해영업소,253,동해시
253000130,61,253000078,253000077,발한삼거리,우리은행앞,253,동해시
253000131,61,253000045,253000077,만우가든,우리은행앞,253,동해시
253000132,61,253000078,253000077,발한삼거리,우리은행앞,253,동해시
253000133,61,253000078,253000086,발한삼거리,등대경로당,253,동해시
253000134,61,253000078,253000077,발한삼거리,우리은행앞,253,동해시
253000135,71,253000078,253000379,발한삼거리,동해상사동해영업소,253,동해시
253000136,71,253000078,253000077,발한삼거리,우리은행앞,253,동해시
253000137,71,253000078,253000031,발한삼거리,동해상사동해영업소,253,동해시
253000138,71,253000078,253000031,발한삼거리,동해상사동해영업소,253,동해시
253000139,71,253000078,253000031,발한삼거리,동해상사동해영업소,253,동해시
253000140,71,253000078,253000031,발한삼거리,동해상사동해영업소,253,동해시
253000141,71,253000078,253000031,발한삼거리,동해상사동해영업소,253,동해시
254000001,철암-통리,254000307,254000306,태백시외버스터미널,태백시외버스터미널,254,태백시
254000002,서학골,용연굴,254000307,254000307,태백시외버스터미널,태백시외버스터미널,254
254000003,서학골(1주공),254000307,254000306,태백시외버스터미널,태백시외버스터미널,254,태백시
254000004,서학골(기존),254000307,254000306,태백시외버스터미널,태백시외버스터미널,254,태백시
254000005,서학,용연굴(기),254000307,254000342,태백시외버스터미널,중앙초등학교입구,254
254000007,서학골,상장중,254000307,254000306,태백시외버스터미널,태백시외버스터미널,254
254000008,서학골,함태중,254000307,254000306,태백시외버스터미널,태백시외버스터미널,254
254000009,서학골(현대A),254000307,254000306,태백시외버스터미널,태백시외버스터미널,254,태백시
254000011,관광대,용연굴,254000307,254000306,태백시외버스터미널,태백시외버스터미널,254
254000012,관광,용연(기존),254000307,254000307,태백시외버스터미널,태백시외버스터미널,254
254000013,관광대,254000307,254000306,태백시외버스터미널,태백시외버스터미널,254,태백시
254000014,관광대(기존),254000307,254000306,태백시외버스터미널,태백시외버스터미널,254,태백시
254000015,관광대(1주공),254000307,254000306,태백시외버스터미널,태백시외버스터미널,254,태백시
254000016,관광대(기,주공),254000307,254000306,태백시외버스터미널,태백시외버스터미널,254
254000017,안창죽.원동.조탄,254000307,254000307,태백시외버스터미널,태백시외버스터미널,254,태백시
254000018,하장.역둔.판문,254000307,254000306,태백시외버스터미널,태백시외버스터미널,254,태백시
254000019,조탄.하장.덕암,254000307,254000306,태백시외버스터미널,태백시외버스터미널,254,태백시
254000020,조탄.원동.임계,254000307,254000306,태백시외버스터미널,태백시외버스터미널,254,태백시
254000021,조탄.하장.임계,254000307,254000306,태백시외버스터미널,태백시외버스터미널,254,태백시
254000024,원동.조탄,판문,254000307,256000030,태백시외버스터미널,판문리,254
254000025,판문.역둔.어리,256000615,256000598,판문리,하장면사무소,254,태백시
254000026,원동.조탄.안창죽,254000307,254000306,태백시외버스터미널,태백시외버스터미널,254,태백시
254000027,금천(하장성),254000307,254000306,태백시외버스터미널,태백시외버스터미널,254,태백시
254000028,금천(장성여고),254000307,254000306,태백시외버스터미널,태백시외버스터미널,254,태백시
254000029,통리-철암,254000307,254000306,태백시외버스터미널,태백시외버스터미널,254,태백시
254000031,당골,254000307,254000306,태백시외버스터미널,태백시외버스터미널,254,태백시
254000032,어평,소롯골,당골,254000307,254000306,태백시외버스터미널,태백시외버스터미널
254000033,1주공,절골,254000307,254000306,태백시외버스터미널,태백시외버스터미널,254
254000034,철암-통리(주공),254000307,254000306,태백시외버스터미널,태백시외버스터미널,254,태백시
254000035,철통(사시랭이),254000307,254000306,태백시외버스터미널,태백시외버스터미널,254,태백시
254000036,하장성,254000307,254000306,태백시외버스터미널,태백시외버스터미널,254,태백시
254000037,하장성,소도,254000307,254000306,태백시외버스터미널,태백시외버스터미널,254
254000039,석포,254000307,254000306,태백시외버스터미널,태백시외버스터미널,254,태백시
254000040,유일사,하장성,254000307,254000306,태백시외버스터미널,태백시외버스터미널,254
254000041,상동,254000307,254000306,태백시외버스터미널,태백시외버스터미널,254,태백시
254000042,화방재(2주공),254000307,254000306,태백시외버스터미널,태백시외버스터미널,254,태백시
254000043,소롯골,화방재,254000307,254000306,태백시외버스터미널,태백시외버스터미널,254
255000001,1(간성),255000194,266000414,대포차고지,간성차고지,255,속초시
255000002,1(간성),255000194,266000414,대포차고지,간성차고지,255,속초시
255000003,1(간성),255000194,266000414,대포차고지,간성차고지,255,속초시
255000004,1(간성),255000194,266000414,대포차고지,간성차고지,255,속초시
255000013,1(대진),255000194,266000249,대포차고지,배봉리입구,255,속초시
255000014,1(대진),255000194,266000249,대포차고지,배봉리입구,255,속초시
255000015,1(대진),255000194,266000249,대포차고지,배봉리입구,255,속초시
255000016,1(대진),255000194,266000249,대포차고지,배봉리입구,255,속초시
255000017,1(대진),255000194,266000249,대포차고지,배봉리입구,255,속초시
255000018,1(대진),255000194,266000249,대포차고지,배봉리입구,255,속초시
255000019,1(대진),255000194,266000249,대포차고지,배봉리입구,255,속초시
255000020,1(대진),255000194,266000249,대포차고지,배봉리입구,255,속초시
255000021,1(대포),266000090,255000166,배봉리입구,대포차고지,255,속초시
255000022,1(대포),266000090,255000166,배봉리입구,대포차고지,255,속초시
255000023,1(대포),266000090,255000166,배봉리입구,대포차고지,255,속초시
255000024,1(대포),266000090,255000166,배봉리입구,대포차고지,255,속초시
255000025,1(대포),266000090,255000166,배봉리입구,대포차고지,255,속초시
255000026,1(대포),266000090,255000166,배봉리입구,대포차고지,255,속초시
255000027,1(대포),266000090,255000166,배봉리입구,대포차고지,255,속초시
255000028,1(대포),266000090,255000166,배봉리입구,대포차고지,255,속초시
255000037,1(대포),266000167,255000166,간성차고지,대포차고지,255,속초시
255000038,1(대포),266000167,255000166,간성차고지,대포차고지,255,속초시
255000039,1(대포),266000167,255000166,간성차고지,대포차고지,255,속초시
255000040,1(대포),266000167,255000166,간성차고지,대포차고지,255,속초시
255000043,1(대진),266000167,266000249,간성차고지,배봉리입구,255,속초시
255000044,1(대진),266000167,266000249,간성차고지,배봉리입구,255,속초시
255000045,1-1(간성),255000194,266000414,대포차고지,간성차고지,255,속초시
255000046,1-1(간성),255000194,266000414,대포차고지,간성차고지,255,속초시
255000047,1-1(간성),255000194,266000414,대포차고지,간성차고지,255,속초시
255000048,1-1(간성),255000194,266000414,대포차고지,간성차고지,255,속초시
255000057,1-1(대진),255000194,266000249,대포차고지,배봉리입구,255,속초시
255000058,1-1(대진),255000194,266000249,대포차고지,배봉리입구,255,속초시
255000059,1-1(대진),255000194,266000249,대포차고지,배봉리입구,255,속초시
255000060,1-1(대진),255000194,266000249,대포차고지,배봉리입구,255,속초시
255000061,1-1(대진),255000194,266000249,대포차고지,배봉리입구,255,속초시
255000062,1-1(대진),255000194,266000249,대포차고지,배봉리입구,255,속초시
255000063,1-1(대진),255000194,266000249,대포차고지,배봉리입구,255,속초시
255000064,1-1(대진),255000194,266000249,대포차고지,배봉리입구,255,속초시
255000065,1-1(대포),266000090,255000166,배봉리입구,대포차고지,255,속초시
255000066,1-1(대포),266000090,255000166,배봉리입구,대포차고지,255,속초시
255000067,1-1(대포),266000090,255000166,배봉리입구,대포차고지,255,속초시
255000068,1-1(대포),266000090,255000166,배봉리입구,대포차고지,255,속초시
255000069,1-1(대포),266000090,255000166,배봉리입구,대포차고지,255,속초시
255000070,1-1(대포),266000090,255000166,배봉리입구,대포차고지,255,속초시
255000071,1-1(대포),266000090,255000166,배봉리입구,대포차고지,255,속초시
255000072,1-1(대포),266000090,255000166,배봉리입구,대포차고지,255,속초시
255000081,1-1(대포),266000167,255000166,간성차고지,대포차고지,255,속초시
255000082,1-1(대포),266000167,255000166,간성차고지,대포차고지,255,속초시
255000083,1-1(대포),266000167,255000166,간성차고지,대포차고지,255,속초시
255000084,1-1(대포),266000167,255000166,간성차고지,대포차고지,255,속초시
255000085,1-2(간성),255000194,266000414,대포차고지,간성차고지,255,속초시
255000086,1-2(대진),255000194,266000249,대포차고지,배봉리입구,255,속초시
255000087,3(한화리조트),255000084,255000083,장사동차고지,장사동차고지,255,속초시
255000088,3(한화리조트),255000084,255000083,장사동차고지,장사동차고지,255,속초시
255000089,3(예비군훈련장),255000195,255000196,장사동차고지,장사동차고지,255,속초시
255000090,3(예비군훈련장),255000195,255000196,장사동차고지,장사동차고지,255,속초시
255000091,3(예비군훈련장),255000204,255000196,장천마을,장사동차고지,255,속초시
255000092,3-1(대명콘도),255000204,266000417,장천마을,델피노,255,속초시
255000093,3-1(대명콘도),255000195,266000417,장사동차고지,델피노,255,속초시
255000094,7(설악산소공원),255000084,255000083,장사동차고지,장사동차고지,255,속초시
255000095,7-1(설악산소공원),255000084,255000083,장사동차고지,장사동차고지,255,속초시
255000098,9(임천리),255000084,255000083,장사동차고지,장사동차고지,255,속초시
255000099,9(가톨릭관동대),255000084,255000083,장사동차고지,장사동차고지,255,속초시
255000100,9-1(임천리),255000084,255000083,장사동차고지,장사동차고지,255,속초시
255000107,13-1(성대리),255000194,255000166,대포차고지,대포차고지,255,속초시
255000108,13-2(성대리),255000194,255000166,대포차고지,대포차고지,255,속초시
255000109,18(도원1리),255000194,255000166,대포차고지,대포차고지,255,속초시
255000110,18(도원1리),255000194,255000166,대포차고지,대포차고지,255,속초시
255000111,18(도원1리),255000194,255000166,대포차고지,대포차고지,255,속초시
255000112,18(도원3리),255000195,266000210,장사동차고지,도원3리,255,속초시
255000114,19(아야진),255000004,255000006,성호아파트,주공4차아파트,255,속초시
255000115,22(구성리),255000194,255000166,대포차고지,대포차고지,255,속초시
255000116,22(구성리),255000194,255000166,대포차고지,대포차고지,255,속초시
255000117,33-1(속초경찰서),255000084,255000083,장사동차고지,장사동차고지,255,속초시
255000118,33-1(경동대),255000084,255000083,장사동차고지,장사동차고지,255,속초시
255000119,55(속초여고),255000195,255000196,장사동차고지,장사동차고지,255,속초시
255000120,55(속초여고),255000096,255000116,관광수산시장,관광수산시장,255,속초시
255000121,66(성호아파트),255000201,255000114,시외버스터미널,한국전력,255,속초시
255000122,66(성호아파트),255000201,255000114,시외버스터미널,한국전력,255,속초시
255000123,66(성호아파트),255000084,255000083,장사동차고지,장사동차고지,255,속초시
255000124,66(장사동),255000004,255000083,성호아파트,장사동차고지,255,속초시
255000125,77(성호아파트),255000115,255000115,시외버스터미널,시외버스터미널,255,속초시
255000126,88(산수빌),255000195,255000196,장사동차고지,장사동차고지,255,속초시
255000127,88(동광사),255000195,255000196,장사동차고지,장사동차고지,255,속초시
255000129,99(주공3차아파트),255000073,255000114,문화회관,한국전력,255,속초시
255000130,99(주공4차아파트),255000084,255000083,장사동차고지,장사동차고지,255,속초시
255000132,505(속초중학교),255000004,255000006,성호아파트,주공4차아파트,255,속초시
255100120,55(속초여고),255000201,255000196,시외버스터미널,장사동차고지,255,속초시
255100129,99(주공3차아파트),255000201,255000114,시외버스터미널,한국전력,255,속초시
256000001,10,256000208,256000208,삼척종합버스터미널,삼척종합버스터미널,256,삼척시
256000002,10월 01일,256000208,256000208,삼척종합버스터미널,삼척종합버스터미널,256,삼척시
256000003,10월 02일,256000208,256000208,삼척종합버스터미널,삼척종합버스터미널,256,삼척시
